angDist_1,angDist_2,ID_1,RA,DEC,u_petro,e_u_petro,PhotoFlag_u,J0378_petro,e_J0378_petro,PhotoFlag_J0378,J0395_petro,e_J0395_petro,PhotoFlag_J0395,J0410_petro,e_J0410_petro,PhotoFlag_J0410,J0430_petro,e_J0430_petro,PhotoFlag_J0430,g_petro,e_g_petro,PhotoFlag_g,J0515_petro,e_J0515_petro,PhotoFlag_J0515,r_petro,e_r_petro,PhotoFlag_r,J0660_petro,e_J0660_petro,PhotoFlag_J0660,i_petro,e_i_petro,PhotoFlag_i,J0861_petro,e_J0861_petro,PhotoFlag_J0861,z_petro,e_z_petro,PhotoFlag_z,zml,zml_err,RAJ2000_1,DEJ2000_1,name,objid,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd,primidd,groupidd,grouptot,OName,Size,AllWISE,RAJ2000_2,DEJ2000_2,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID_2,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M
0.714283,0.613713,iDR3.STRIPE82-0001.014585,359.88242756099174,-1.0116357783861067,19.080957412719727,0.13325151801109314,2,18.7808780670166,0.12609171867370605,2,19.636611938476562,0.4327622652053833,2,18.742069244384766,0.1692541390657425,2,18.444791793823242,0.12355375289916992,2,18.459518432617188,0.06872393935918808,2,17.980165481567383,0.1037808433175087,2,17.915346145629883,0.04560299590229988,2,17.746105194091797,0.04278406873345375,2,17.623516082763672,0.050630152225494385,2,17.36334991455078,0.09062390774488449,2,17.45886993408203,0.08373982459306717,2,0.087,0.017247,359.882362,-1.011478,GALEX J235931.7-010041,6376686010766462340,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,95.2816,-61.0654,50164,545,17,0.506923,1,3,0.0394,0,0,20.6934,0.193,19.823,0.1097,1.8734,0.193,-0.257,0.1097,2.1569,0.22,0.5089,0.1294,1.926,0.2175,-0.2117,0.098,0,0,3,0,19.1714,3.40631,42.7382,4.31806,985.77,2683.91,987.01,2684.78,9.771,16.918,0.004,0.007,0.0262,0.62,0.4465,0.3409,67.53,66.47,71.64,71.63,17.6037998,7.07742023,3.97278,0.001678,0.000929,3.5,0.001007,0.000664,153.8,181.9,0.139,2.05,0.69,1.17,1.02,0.27,0.19,C,1,2,6376686010766461952,6376686010766462340+6376686001100685419,1,2,6376686010766461952,6376686010766462340+6376686001100685419,6376686010766462340+6376686001100685419,N,0.0,J235931.82-010042.0,359.8826183,-1.0116905,0.1542,0.1396,142.7,15.765,15.415,11.981,8.349,,,,0.054,0.12,0.363,,,,,1601351058200,0000,0,0nnn,ABCU,979,537,-98,545,
1.901835,1.170981,iDR3.STRIPE82-0001.015432,0.6892001228465746,-0.9934221107787679,19.16791343688965,0.112190842628479,2,19.054262161254883,0.12578539550304413,2,18.8112850189209,0.15770381689071655,2,18.99570655822754,0.1759449541568756,2,18.296329498291016,0.08912947028875351,2,17.589645385742188,0.02600984275341034,2,17.268625259399414,0.045244958251714706,2,16.93577003479004,0.01484387181699276,2,16.76059341430664,0.01399820763617754,2,16.455852508544922,0.014065357856452465,2,16.23028564453125,0.025663577020168304,2,16.211658477783203,0.02123139798641205,2,0.1445,0.00891,0.689292,-0.99311,GALEX J000245.4-005935,6376686009692720207,6376686009689571328,AIS,0.511881,-1.320565,111.0,110.0,96.8311,-61.3732,50164,513,16,0.372409,1,3,0.0374,0,0,21.1261,0.3304,20.5488,0.2166,2.3061,0.3304,0.4688,0.2166,2.8116,0.4454,0.7584,0.189,2.1709,0.3307,0.3448,0.1993,0,0,0,0,12.8695,3.91505,21.9013,4.36888,1482.13,2728.23,1482.19,2728.91,9.801,14.004,0.004,0.006,0.9482,0.9413,0.5211,0.6327,41.26,37.75,24.52,24.51,12.7004995,4.79420996,3.70126,0.001406,0.000673,4.15227,0.001293,0.000475,96.0,115.2,0.738,1.38,1.03,1.8,1.77,0.4,0.41,C,0,1,6376686009692720128,6376686009692720207,0,1,6376686009692720128,6376686009692720207,6376686009692720207,N,0.0,J000245.47-005937.9,0.6894642,-0.9938797,0.0938,0.0581,151.8,13.915,13.538,9.977,8.192,15.813,15.238,14.683,0.039,0.047,0.079,0.478,0.103,0.12,0.125,1601351052660,0000,4,nnnn,AAAC,-462,206,155,172,1.618
1.598756,1.379303,iDR3.STRIPE82-0001.015291,359.52613781071517,-0.9872759094466319,19.492704391479492,0.16679947078227997,0,18.946876525878906,0.12611667811870575,0,18.317808151245117,0.11123722046613693,0,18.289352416992188,0.09914444386959076,0,18.015941619873047,0.07410497218370438,0,17.49958038330078,0.025667281821370125,0,17.288759231567383,0.04928799346089363,0,16.667438507080078,0.012858348898589611,0,16.615535736083984,0.013502220623195171,0,16.247705459594727,0.012824207544326782,0,15.988470077514648,0.022632772102952003,0,15.920451164245605,0.01789947599172592,0,0.059000000000000004,0.010820999999999999,359.525786,-0.987428,GALEX J235806.1-005914,6376686010766462480,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,94.6345,-60.8947,50164,545,17,0.341074,1,3,0.0318,0,0,22.0591,0.3859,21.4178,0.2662,3.2391,0.3859,1.3377,0.2662,3.21,0.39,1.6178,0.2456,2.9853,0.3989,1.2653,0.2851,0,0,0,16,5.44957,1.93668,9.8378,2.41152,1842.21,2744.5,1842.69,2742.56,8.883,12.379,0.004,0.005,0.6085,0.9312,0.4951,0.6149,86.28,89.09,35.5,35.5,12.3792,5.7800498,3.65256,0.001211,0.000611,3.5,0.000997,0.000384,154.2,184.8,0.302,2.86,1.19,1.76,1.85,0.48,0.4,C,0,1,6376686010766462976,6376686010766462480,0,1,6376686010766462976,6376686010766462480,6376686010766462480,N,0.0,J235806.37-005914.3,359.5265802,-0.9873154,0.08,0.0588,90.2,13.643,13.461,10.236,7.954,15.538,14.796,14.224,0.038,0.047,0.097,0.366,0.096,0.126,0.089,1601351063053,0000,4,nnnn,AAAC,-372,156,1,119,1.372
0.379611,0.15461,iDR3.STRIPE82-0001.015301,0.09399925093988436,-0.9884837772431309,19.238609313964844,0.21773265302181244,2,18.38421058654785,0.12398041784763336,2,18.022584915161133,0.13947907090187073,2,18.196062088012695,0.14358539879322052,2,18.283113479614258,0.14896272122859955,2,18.088579177856445,0.06835822761058807,2,17.76487159729004,0.11900132894515991,2,17.749114990234375,0.05461684986948967,2,17.671077728271484,0.055600326508283615,2,17.352750778198242,0.054827041923999786,2,17.46831703186035,0.13866394758224487,2,17.304256439208984,0.10104355961084366,2,0.035,0.019790000000000002,0.093976,-0.988447,GALEX J000022.5-005918,6376686001102782513,6376686001099636736,AIS,359.996419,-0.476009,112.0,112.0,95.7004,-61.1312,50164,257,8,0.521641,1,3,0.0385,0,0,20.2527,0.2474,20.0581,0.1637,1.4327,0.2474,-0.0219,0.1637,1.765,0.2983,0.8149,0.204,1.3336,0.2404,-0.0592,0.1426,0,0,0,0,28.7691,6.5543,34.4146,5.18697,1694.93,667.97,1694.98,668.92,12.189,18.322,0.005,0.008,0.1248,0.991,0.208,0.5596,-19.46,-25.72,-44.1,-44.1,18.3223,4.59998989,3.5,0.00143,0.001132,3.79273,0.001277,0.000562,97.7,74.9,0.655,1.31,1.05,1.25,1.42,0.41,0.2,C,1,2,6376686001102782464,6376686001102782513+6376686009690623059,1,2,6376686001102782464,6376686001102782513+6376686009690623059,6376686001102782513+6376686009690623059,N,0.0,J000022.57-005918.3,0.094082,-0.9884184,0.2223,0.1991,141.5,16.188,16.333,12.561,8.819,,,,0.072,0.251,,,,,,1601351058272,0000,0,0nnn,ABUU,-1465,788,-132,801,
1.278555,0.718483,iDR3.STRIPE82-0001.016053,359.60774044839866,-0.9655458096824311,18.3855037689209,0.06950612366199493,2,18.27739906311035,0.07826071232557297,2,17.75519561767578,0.07614201307296753,2,17.739999771118164,0.0668482705950737,2,17.27497673034668,0.04210357740521431,2,16.829500198364258,0.01566687412559986,2,16.492525100708008,0.02683335728943348,2,16.01522445678711,0.00815782230347395,2,15.917860984802246,0.008268547244369984,2,15.59451961517334,0.007990941405296326,2,15.362348556518555,0.014425002038478851,2,15.344338417053223,0.011899294331669807,2,0.073,0.008467,359.607835,-0.96537,GALEX J235825.8-005755,6376686010766462439,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,94.8066,-60.9092,50164,545,17,0.381073,1,3,0.0367,0,0,20.4891,0.176,19.8375,0.1051,1.6691,0.176,-0.2425,0.1051,2.0614,0.2158,0.5375,0.1281,1.6853,0.1822,-0.1899,0.0984,0,0,0,0,23.1408,3.75009,42.1698,4.08299,1646.22,2794.47,1645.79,2795.5,13.527,17.843,0.006,0.007,0.0231,0.5484,0.3213,0.4506,-64.74,-60.83,-71.37,-71.38,19.0249004,4.70114994,3.5,0.001604,0.001088,3.50897,0.001268,0.000697,155.9,184.2,0.204,1.88,0.72,1.2,1.07,0.29,0.2,C,0,1,6376686010766461952,6376686010766462439,0,1,6376686010766461952,6376686010766462439,6376686010766462439,N,0.0,J235825.78-005756.5,359.6074295,-0.9657175,0.0678,0.0502,78.4,13.152,13.042,10.125,7.976,15.235,14.575,14.131,0.029,0.035,0.102,,0.106,0.114,0.101,1601351060513,0000,4,nnnn,AAAU,92,108,-72,92,1.091
0.344422,0.604194,iDR3.STRIPE82-0001.017410,359.6945736513567,-0.9269328159734727,18.275362014770508,0.06608858704566956,2,17.800443649291992,0.053372573107481,2,17.60358428955078,0.06973031908273697,2,17.45736312866211,0.053942207247018814,2,17.274385452270508,0.043821174651384354,2,17.08527374267578,0.020415453240275383,2,16.90477752685547,0.04026464372873306,2,16.613536834716797,0.014408386312425137,2,16.543712615966797,0.014863862656056881,2,16.38036346435547,0.016766110435128212,2,16.171079635620117,0.031214600428938866,2,16.170127868652344,0.026312874630093575,2,0.0355,0.009138,359.694739,-0.926905,GALEX J235846.7-005536,6376686010766462625,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,95.0021,-60.9106,50164,545,17,0.450973,1,3,0.0339,0,1,19.6672,0.1177,19.0454,0.0609,0.8472,0.1177,-1.0346,0.0609,1.256,0.146,-0.5877,0.0736,0.8439,0.1174,-1.0246,0.0601,0,0,0,0,49.3297,5.34708,87.4629,4.90741,1437.43,2887.53,1437.24,2887.81,13.474,8.823,0.006,0.004,0.02,0.1061,0.2585,0.2453,59.21,59.22,83.66,83.65,12.6337996,4.77868986,3.5,0.001329,0.000985,3.51712,0.001234,0.000931,156.2,180.9,0.518,0.79,0.53,0.83,0.71,0.13,0.11,C,1,2,6376686010766462976,6376686010766462625+6376686001102782784,1,2,6376686010766462976,6376686010766462625+6376686001102782784,6376686010766462625+6376686001102782784,N,0.0,J235846.67-005536.9,359.6944788,-0.9269206,0.0738,0.0705,120.6,14.439,14.265,11.127,8.255,16.771,15.096,14.918,0.03,0.054,0.173,0.297,0.184,,,1601351060646,0000,1,11nn,AABB,-565,211,-124,205,1.367
0.159865,0.298685,iDR3.STRIPE82-0001.018944,359.53669336779996,-0.8867403687187826,19.130088806152344,0.07210800796747208,2,18.887117385864258,0.07174994796514511,2,18.60566520690918,0.08681321889162064,2,18.700090408325195,0.08536821603775024,2,18.245912551879883,0.05453179404139519,2,17.615652084350586,0.017530368641018867,2,17.31310272216797,0.03081813082098961,2,16.854055404663086,0.009561022743582726,2,16.748445510864258,0.009707948192954063,2,16.468658447265625,0.009591187350451946,2,16.297061920166016,0.01802203804254532,2,16.210662841796875,0.013912455178797245,2,0.1185,0.017509999999999998,359.53661,-0.886739,GALEX J235808.7-005312,6376686010766462675,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,94.7417,-60.8079,50164,545,17,0.442336,1,3,0.0342,0,0,20.983,0.2205,20.1201,0.1242,2.163,0.2205,0.0401,0.1242,2.1362,0.2151,0.5146,0.1229,2.1878,0.2517,0.1004,0.1177,0,0,0,0,14.682,2.98116,32.5068,3.71657,1815.55,2985.04,1816.71,2984.23,5.397,11.094,0.002,0.005,0.109,0.9793,0.2094,0.0333,70.37,75.92,-84.75,-84.74,10.0685997,2.70734,4.52368,0.001101,0.00087,3.5,0.000658,0.000636,158.5,176.6,0.114,1.81,0.67,0.95,0.86,0.26,0.14,C,0,1,6376686010766462976,6376686010766462675,0,1,6376686010766462976,6376686010766462675,6376686010766462675,N,0.0,J235808.81-005312.3,359.5367364,-0.8867515,0.0552,0.0543,112.5,13.73,13.49,10.92,8.377,15.244,14.545,14.235,0.027,0.034,0.127,,0.061,0.082,0.066,1601351060538,0000,0,000n,AABU,108,120,-125,119,0.13
0.122922,0.538873,iDR3.STRIPE82-0001.019138,359.4596190349194,-0.8790608128821297,19.189428329467773,0.1399105340242386,2,18.783540725708008,0.12020274251699448,2,19.387451171875,0.32722949981689453,2,18.990474700927734,0.20998668670654297,2,18.824127197265625,0.1727369874715805,2,18.711416244506836,0.08547604829072952,2,18.28777313232422,0.13580414652824402,2,17.84825897216797,0.04052665829658508,2,17.68379783630371,0.03821314871311188,2,17.55603790283203,0.04607529193162918,2,17.393571853637695,0.08909274637699127,2,17.798141479492188,0.10931295901536942,2,0.1455,0.014249000000000001,359.459578,-0.878917,GALEX J235750.2-005244,6376686010766462671,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,94.6054,-60.7684,50164,545,17,0.447815,1,3,0.0324,0,0,20.8184,0.2195,20.2439,0.1336,1.9984,0.2195,0.1639,0.1336,2.5538,0.2826,0.7419,0.1434,2.0607,0.2324,0.2877,0.1352,0,0,0,0,17.0857,3.45309,29.0038,3.56874,2000.59,3002.85,2001.57,3003.0,12.878,15.554,0.005,0.006,0.0355,0.7196,0.443,0.1863,70.95,71.04,-68.48,-68.47,15.5535002,5.8106699,3.96602,0.001448,0.000806,4.00865,0.000992,0.000807,159.0,174.6,0.652,1.17,0.74,1.4,1.23,0.29,0.25,C,0,1,6376686010766462976,6376686010766462671,0,1,6376686010766462976,6376686010766462671,6376686010766462671,N,0.0,J235750.31-005244.6,359.4596457,-0.8790821,0.1145,0.1083,138.2,15.347,15.241,12.277,9.085,,,,0.041,0.108,0.494,,,,,1601351063141,0000,0,0nnn,AACU,432,387,536,394,
0.385012,0.722696,iDR3.STRIPE82-0001.020121,359.30354116050756,-0.8538428669370108,18.777074813842773,0.07122413069009781,2,19.000825881958008,0.10828312486410141,2,18.90108299255371,0.1546524316072464,2,18.2264347076416,0.08746032416820526,2,18.046398162841797,0.0711950808763504,2,17.84652328491211,0.03277985006570816,2,17.455224990844727,0.053577862679958344,2,17.09636878967285,0.017111938446760178,2,16.937501907348633,0.01634908653795719,2,16.68935203552246,0.01740489900112152,2,16.23699188232422,0.025188306346535683,2,16.468082427978516,0.026111815124750137,2,0.141,0.009004,359.30335,-0.853783,GALEX J235712.8-005113,6376686002176524925,6376686002173378560,AIS,358.981884,-0.490085,267.0,267.0,94.3379,-60.6793,50164,289,9,0.485388,1,3,0.0304,0,0,20.1783,0.1392,19.8742,0.0774,1.3583,0.1392,-0.2058,0.0774,1.6509,0.1582,0.067,0.0822,1.3465,0.1416,-0.2029,0.0794,0,1,0,0,30.8097,3.94949,40.7691,2.90404,1152.48,1035.6,1152.9,1036.1,10.395,8.087,0.004,0.003,0.0615,0.7501,0.1078,0.1999,-5.47,46.36,32.78,32.9,8.80430984,4.41579008,3.5,0.001055,0.000941,3.5,0.001091,0.000873,212.3,201.6,0.496,0.96,0.57,0.91,0.8,0.17,0.14,C,1,2,6376686002176525312,6376686002176524925+6376686010766462888,1,2,6376686002176525312,6376686002176524925+6376686010766462888,6376686002176524925+6376686010766462888,N,0.0,J235712.87-005113.7,359.303647,-0.8538277,0.0606,0.0572,140.1,13.985,13.673,10.522,8.792,15.904,15.147,14.898,0.028,0.039,0.087,0.493,0.103,0.13,0.137,1601351063074,0000,0,nnnn,AAAC,-256,154,-103,164,0.243
0.177105,0.892528,iDR3.STRIPE82-0001.020263,359.3334181589737,-0.8472230213194695,19.654163360595703,0.1571057140827179,2,19.498268127441406,0.1695592701435089,2,19.244705200195312,0.21056251227855682,2,18.729671478271484,0.1284632682800293,2,18.670690536499023,0.11663420498371124,2,18.1627254486084,0.04053541645407677,2,17.679067611694336,0.060997407883405685,2,17.421791076660156,0.021409954875707626,2,17.25382423400879,0.02025512605905533,2,16.929935455322266,0.020248938351869583,2,16.76227569580078,0.038291994482278824,2,16.674253463745117,0.02979903109371662,2,0.1505,0.008744,359.3333,-0.847005,GALEX J235719.9-005049,6376686002174427894,6376686002173378560,AIS,358.981884,-0.490085,267.0,267.0,94.3991,-60.6859,50164,289,9,0.500867,1,1,0.0312,0,0,,,20.7334,0.1492,,,0.6534,0.1492,,,0.9873,0.1323,,,0.7053,0.1467,256,0,0,0,,,18.4766,2.53878,,,1081.02,1052.36,,11.002,,0.005,0.8633,0.0,0.2513,,-40.67,-41.58,,,13.0227003,8.44126034,4.47548,0.001046,0.000783,,,,211.3,189.0,,,0.72,,,0.3,,C,1,2,6376686002174428160,6376686002174427894+6376686010766463024,1,2,6376686002174428160,6376686002174427894+6376686010766463024,6376686002174427894+6376686010766463024,N,0.0,J235720.03-005049.9,359.3334668,-0.8472154,0.0602,0.0582,143.8,14.033,13.755,10.518,8.375,16.276,15.476,14.871,0.028,0.039,0.088,,0.139,0.146,0.135,1601351063073,0000,4,110n,AAAU,367,156,-191,165,0.65
0.279351,0.833933,iDR3.STRIPE82-0001.020281,359.33799897552876,-0.8479655311480306,20.081953048706055,0.20383621752262115,0,19.972389221191406,0.22955526411533356,0,19.406137466430664,0.21424277126789093,0,19.460166931152344,0.21966387331485748,0,18.863872528076172,0.12220989912748337,0,18.414987564086914,0.04483532905578613,0,17.819997787475586,0.06107254698872566,0,17.427804946899414,0.019066793844103813,0,17.27474594116211,0.01832629181444645,0,16.99675750732422,0.018981998786330223,0,16.629196166992188,0.029932817444205284,0,16.726871490478516,0.027491549029946327,0,0.142,0.007625,359.338209,-0.848064,GALEX J235721.1-005053,6376686002174427877,6376686002173378560,AIS,358.981884,-0.490085,267.0,267.0,94.4073,-60.689,50164,289,9,0.505073,1,1,0.0312,0,0,,,21.9255,0.445,,,1.8455,0.445,,,2.3138,0.3252,,,1.992,0.4115,256,0,0,1,,,6.16297,2.52536,,,1069.24,1049.82,,12.07,,0.005,0.9721,0.0,0.2888,,29.24,31.72,,,12.0699997,6.39512014,5.61823,0.000995,0.000708,,,,211.9,191.8,,,1.78,,,0.72,,C,1,2,6376686002174428160,6376686002174427877+6376686010764365759,1,2,6376686002174428160,6376686002174427877+6376686010764365759,6376686002174427877+6376686010764365759,N,0.0,J235721.13-005052.7,359.3380747,-0.8479826,0.0628,0.0607,130.9,14.17,13.879,12.081,8.629,16.073,15.401,14.695,0.028,0.043,0.411,,0.109,0.121,0.111,1601351063076,0000,0,11nn,AACU,-26,145,-330,150,0.646
0.028248,0.32937,iDR3.STRIPE82-0001.020658,0.36895756940952557,-0.830731674936339,19.49016571044922,0.09160415828227997,0,19.163148880004883,0.08455758541822433,0,19.175174713134766,0.13321231305599213,0,18.623538970947266,0.07170955836772919,0,18.770910263061523,0.07835576683282852,0,18.366708755493164,0.03034507855772972,0,18.112701416015625,0.055864885449409485,0,17.916873931884766,0.021414740011096,0,17.913219451904297,0.023470645770430565,0,17.68916130065918,0.024687986820936203,0,17.725875854492188,0.0570620633661747,0,17.610145568847656,0.04328635334968567,0,0.0885,0.008004,0.369003,-0.830652,GALEX J000128.5-004950,6376686001102783069,6376686001099636736,AIS,359.996419,-0.476009,112.0,112.0,96.353,-61.0975,50164,257,8,0.514365,1,3,0.0348,0,0,20.0533,0.2106,20.0578,0.1336,1.2333,0.2106,-0.0222,0.1336,1.3373,0.2182,0.034,0.1232,1.3171,0.2319,-0.0222,0.1499,0,1,0,0,34.568,6.70367,34.4256,4.23606,1034.46,1047.68,1034.96,1047.61,5.354,6.977,0.002,0.003,0.1619,0.9997,0.241,0.253,-40.77,-35.42,-49.63,-49.63,7.20972013,3.02312994,3.5,0.000936,0.00071,3.5,0.000772,0.000577,97.5,77.5,0.711,0.6,0.59,0.82,0.73,0.18,0.11,C,1,2,6376686001102783488,6376686001102783069+6376686009692720708,1,2,6376686001102783488,6376686001102783069+6376686009692720708,6376686001102783069+6376686009692720708,N,0.0,J000128.54-004950.6,0.3689542,-0.8307246,0.0957,0.0884,138.1,15.102,14.832,11.101,8.597,16.562,16.02,15.566,0.037,0.07,0.141,,0.132,0.184,0.199,1601351055511,0000,0,00nn,AABU,-357,318,-91,318,0.458
0.292681,0.110348,iDR3.STRIPE82-0001.021653,0.31440564384142333,-0.8030421188000997,19.221965789794922,0.10590685158967972,0,18.816078186035156,0.09103427082300186,0,19.121519088745117,0.18780887126922607,0,18.715776443481445,0.11266539245843887,0,18.445173263549805,0.08447680622339249,0,18.080608367919922,0.033574964851140976,0,17.841753005981445,0.06286895275115967,0,17.6192684173584,0.023587757721543312,0,17.490427017211914,0.023095492273569107,0,17.20379638671875,0.023021526634693146,0,17.13582992553711,0.04856647178530693,0,17.197635650634766,0.04334748163819313,0,0.1365,0.015202,0.314397,-0.803072,GALEX J000115.4-004811,6376686001102783147,6376686001099636736,AIS,359.996419,-0.476009,112.0,112.0,96.2722,-61.0504,50164,257,8,0.456143,1,3,0.0368,0,0,21.3459,0.3885,20.1961,0.156,2.5259,0.3885,0.1161,0.156,2.5445,0.3952,0.3168,0.1465,2.8386,0.5725,0.1095,0.1653,0,0,0,0,10.511,3.76002,30.3083,4.35323,1165.63,1114.32,1166.0,1113.82,7.267,12.81,0.003,0.005,0.7691,0.9992,0.0635,0.362,31.95,41.23,-81.91,-81.92,13.5808001,2.3671,3.5,0.000975,0.000913,3.5,0.000634,0.000405,95.0,79.6,0.702,0.94,0.71,1.28,1.11,0.27,0.21,C,0,1,6376686001102783488,6376686001102783147,0,1,6376686001102783488,6376686001102783147,6376686001102783147,N,0.0,J000115.47-004811.0,0.3144835,-0.8030655,0.0597,0.0567,140.8,14.227,13.807,9.505,7.779,16.416,15.568,14.963,0.028,0.039,0.044,0.198,0.134,0.122,0.114,1601351055463,0000,0,001n,AAAB,-6,220,-194,226,0.19
0.205099,0.598784,iDR3.STRIPE82-0001.022153,359.3537441330045,-0.7949096715905828,20.32500648498535,0.2849348783493042,0,19.405019760131836,0.15300394594669342,0,19.441795349121094,0.2476968765258789,0,19.14626693725586,0.18365700542926788,0,18.694015502929688,0.11650924384593964,0,18.090190887451172,0.03717200830578804,0,17.65192985534668,0.05825881287455559,0,17.2369441986084,0.017771784216165543,0,17.121917724609375,0.017647286877036095,0,16.793533325195312,0.017519386485219002,0,16.599578857421875,0.032313063740730286,0,16.542173385620117,0.025827286764979362,0,0.12,0.010621,359.35378,-0.794747,GALEX J235724.9-004741,6376686010766463077,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,94.4823,-60.6473,50164,545,17,0.547176,1,3,0.0324,0,0,22.1377,0.3992,21.034,0.2012,3.3177,0.3992,0.954,0.2012,3.32,0.4001,1.4072,0.2146,3.6715,0.7189,1.025,0.2315,0,1,0,0,5.0691,1.86354,14.0087,2.59578,2254.54,3205.49,2255.47,3205.02,7.079,13.495,0.003,0.006,0.5142,0.9692,0.4729,0.5602,-15.49,-13.72,-52.27,-52.27,13.4946003,2.09714007,3.5,0.001292,0.000681,3.5,0.000744,0.000327,160.1,168.9,0.739,1.24,1.05,1.52,1.56,0.43,0.29,C,0,1,6376686010766462976,6376686010766463077,0,1,6376686010766462976,6376686010766463077,6376686010766463077,N,0.0,J235724.91-004741.6,359.3538002,-0.7948994,0.0558,0.0553,165.0,13.808,13.571,10.216,8.366,15.955,15.176,14.538,0.027,0.036,0.066,0.273,0.101,0.119,0.096,1601351063062,0000,0,110n,AAAB,192,169,-18,166,0.702
0.155189,1.091908,iDR3.STRIPE82-0001.022491,359.5202435198018,-0.781310545283956,18.14613151550293,0.07651662826538086,2,17.850330352783203,0.07268097996711731,2,17.698667526245117,0.09903412312269211,2,17.344669342041016,0.06424674391746521,2,17.490995407104492,0.07031146436929703,2,17.21533966064453,0.0300898440182209,2,16.978729248046875,0.05661278963088989,2,16.727153778076172,0.020283769816160202,2,16.79241943359375,0.023551227524876595,2,16.454404830932617,0.023265141993761063,2,16.484561920166016,0.05392175912857056,2,16.220874786376953,0.03583337366580963,2,0.039,0.007811,359.520547,-0.781297,GALEX J235804.9-004652,6376686010766462997,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,94.8026,-60.7055,50164,545,17,0.545903,1,3,0.0348,0,0,19.3858,0.1037,19.0868,0.0648,0.5658,0.1037,-0.9932,0.0648,1.2855,0.1546,-0.23,0.0865,0.6122,0.1064,-0.9325,0.0628,0,1,0,0,63.9268,6.10534,84.1956,5.02299,1854.3,3237.86,1855.26,3237.31,17.352,14.753,0.007,0.006,0.0285,0.0251,0.4689,0.5113,88.44,89.43,-75.38,-75.38,19.5098,6.63805008,3.5,0.001859,0.000987,3.5,0.001724,0.000842,159.2,178.5,0.226,1.33,0.57,0.85,0.76,0.17,0.12,C,0,1,6376686010766462976,6376686010766462997,0,1,6376686010766462976,6376686010766462997,6376686010766462997,N,0.0,J235804.85-004652.8,359.5202481,-0.7813534,0.0996,0.0927,144.3,14.99,14.85,11.84,8.192,,,,0.038,0.081,0.342,,,,,1601351063114,0000,0,00nn,AABU,-329,293,251,303,
0.380263,0.609047,iDR3.STRIPE82-0001.023917,359.3377777804116,-0.7370772465317755,18.702608108520508,0.0751771479845047,2,18.290096282958984,0.06424302607774734,2,18.248689651489258,0.0966118574142456,2,17.913501739501953,0.06922397017478943,2,17.68622398376465,0.0540338009595871,2,17.289899826049805,0.020961422473192215,2,17.02674102783203,0.03834846243262291,2,16.69683265686035,0.012664535082876682,2,16.569997787475586,0.012474754825234413,2,16.297988891601562,0.01295066811144352,2,16.16451072692871,0.02517467364668846,2,16.081897735595703,0.019655203446745872,2,0.0875,0.014355000000000001,359.337877,-0.73694,GALEX J235721.0-004412,6376686002176525505,6376686002173378560,AIS,358.981884,-0.490085,267.0,267.0,94.5029,-60.5882,50164,289,9,0.43319,1,3,0.0322,0,0,20.0561,0.127,19.5053,0.0643,1.2361,0.127,-0.5747,0.0643,1.5572,0.154,-0.2424,0.0714,1.2257,0.1281,-0.5693,0.0642,0,0,0,0,34.4792,4.03182,57.2625,3.39053,1069.98,1316.3,1070.02,1316.53,9.51,9.136,0.004,0.004,0.0196,0.1693,0.3191,0.1499,81.74,74.39,-86.58,-86.55,8.95627022,4.28956985,3.5,0.00131,0.000892,3.5,0.001079,0.000917,209.7,214.1,0.727,0.57,0.55,0.83,0.74,0.15,0.12,C,0,1,6376686002176525312,6376686002176525505,0,1,6376686002176525312,6376686002176525505,6376686002176525505,N,0.0,J235721.04-004413.3,359.3376828,-0.7370309,0.0802,0.056,118.7,13.699,13.486,9.781,7.913,15.692,15.144,14.488,0.035,0.043,0.066,0.318,0.106,0.143,0.136,100001351010469,0000,0,nnnn,AAAB,361,283,-337,212,0.411
