angDist_1,angDist_2,ID_1,RA,DEC,u_petro,e_u_petro,PhotoFlag_u,J0378_petro,e_J0378_petro,PhotoFlag_J0378,J0395_petro,e_J0395_petro,PhotoFlag_J0395,J0410_petro,e_J0410_petro,PhotoFlag_J0410,J0430_petro,e_J0430_petro,PhotoFlag_J0430,g_petro,e_g_petro,PhotoFlag_g,J0515_petro,e_J0515_petro,PhotoFlag_J0515,r_petro,e_r_petro,PhotoFlag_r,J0660_petro,e_J0660_petro,PhotoFlag_J0660,i_petro,e_i_petro,PhotoFlag_i,J0861_petro,e_J0861_petro,PhotoFlag_J0861,z_petro,e_z_petro,PhotoFlag_z,zml,zml_err,RAJ2000_1,DEJ2000_1,name,objid,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd,primidd,groupidd,grouptot,OName,Size,AllWISE,RAJ2000_2,DEJ2000_2,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID_2,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M
0.075296,0.589603,iDR3.STRIPE82-0001.005814,0.12714453534384007,-1.2594763505579183,19.690210342407227,0.1534472554922104,0,19.338714599609375,0.1385461390018463,0,18.733291625976562,0.12491044402122498,0,18.996915817260742,0.15013177692890167,0,18.940723419189453,0.1366434395313263,0,18.52886962890625,0.05170997977256775,0,18.214590072631836,0.09065263718366623,0,17.82923698425293,0.028696537017822266,0,17.734907150268555,0.028914926573634148,0,17.515729904174805,0.031715795397758484,0,17.424861907958984,0.06632497161626816,0,17.49309539794922,0.05965030938386917,0,0.094,0.018665,0.127101,-1.259319,GALEX J000030.5-011533,6376686009692719213,6376686009689571328,AIS,0.511881,-1.320565,111.0,110.0,95.5331,-61.3919,50164,513,16,0.389528,1,3,0.0399,0,0,21.3963,0.3925,21.0242,0.2543,2.5763,0.3925,0.9442,0.2543,2.4089,0.3886,0.9271,0.21,2.4602,0.5002,0.8472,0.2961,0,0,0,0,10.0341,3.6267,14.1355,3.30936,2831.79,2088.47,2831.19,2089.95,4.52,10.303,0.002,0.004,0.9938,0.9741,0.3555,0.2279,-22.72,-18.93,-64.78,-64.77,6.77260017,3.81164002,3.5,0.000933,0.000601,3.5,0.000533,0.000412,93.4,82.3,0.0932,2.76,0.92,1.16,1.27,0.35,0.18,C,0,1,6376686009692719104,6376686009692719213,0,1,6376686009692719104,6376686009692719213,6376686009692719213,N,0.0,J000030.51-011534.1,0.127142,-1.2594971,0.1006,0.0934,147.0,15.181,14.774,11.307,8.272,,,,0.04,0.066,0.181,0.266,,,,1601351044816,0000,0,00nn,AABB,67,342,239,358,
0.374143,1.100964,iDR3.STRIPE82-0001.006014,359.57668888685197,-1.257896262563098,18.995622634887695,0.07806716114282608,2,18.818496704101562,0.08249731361865997,2,18.662025451660156,0.11179092526435852,2,18.441761016845703,0.08795631676912308,2,18.004179000854492,0.05684395879507065,2,17.78976058959961,0.025966821238398552,2,17.512645721435547,0.04691769555211067,2,17.245725631713867,0.016326425597071648,2,17.12197494506836,0.01611895114183426,2,16.811477661132812,0.016333237290382385,2,16.681842803955078,0.03250061348080635,2,16.644577026367188,0.02644290216267109,2,0.114,0.014836000000000004,359.576942,-1.257725,GALEX J235818.4-011527,6376686010766461261,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,94.4942,-61.1612,50164,545,17,0.11472,1,3,0.0343,0,0,20.1513,0.1454,19.5978,0.0875,1.3313,0.1454,-0.4822,0.0875,1.51,0.1596,-0.1751,0.0921,1.3736,0.1549,-0.4018,0.0925,0,0,0,0,31.5843,4.22882,52.5893,4.23948,1720.16,2093.24,1719.95,2093.84,7.89,9.847,0.003,0.004,0.1189,0.8101,0.3418,0.3421,19.99,17.5,38.28,38.28,14.0085001,3.49555993,3.5,0.001301,0.000856,3.5,0.001048,0.00069,139.8,183.2,0.287,1.16,0.61,0.84,0.75,0.21,0.12,C,0,1,6376686010766460928,6376686010766461261,0,1,6376686010766460928,6376686010766461261,6376686010766461261,N,0.0,J235818.41-011528.7,359.576743,-1.257985,0.0569,0.0546,162.5,13.935,13.598,9.599,8.264,16.216,15.482,15.0,0.027,0.037,0.048,0.345,0.126,0.125,0.134,1601351041975,0000,0,111n,AAAB,0,236,0,244,0.537
0.329324,1.658025,iDR3.STRIPE82-0001.007468,0.02323629423564825,-1.2161147447687997,18.62106704711914,0.09751976281404495,2,18.105915069580078,0.07585522532463074,2,18.09626007080078,0.11763760447502136,2,17.68761444091797,0.07525967061519623,2,17.585023880004883,0.06567750871181488,2,17.47231101989746,0.032607559114694595,2,17.272838592529297,0.06343911588191986,2,17.0314884185791,0.02331511490046978,2,17.042917251586914,0.02579038217663765,2,16.79701805114746,0.027527611702680588,2,16.757266998291016,0.06049230694770813,2,16.643199920654297,0.0461011677980423,2,0.0315,0.008362,0.023062,-1.215689,GALEX J000005.5-011256,6376686010766461473,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,95.3727,-61.3094,50164,545,17,0.549377,1,3,0.0374,0,0,18.9922,0.0892,18.8,0.0572,0.1722,0.0892,-1.28,0.0572,0.7831,0.1268,-0.472,0.0781,0.1989,0.0894,-1.1872,0.0558,0,0,0,0,91.8586,7.54732,109.652,5.77643,648.92,2195.15,649.46,2194.6,14.136,12.438,0.006,0.005,0.0284,0.0196,0.2061,0.2164,85.74,85.91,-88.08,-88.09,14.5952997,5.64510012,3.5,0.001658,0.001317,3.5,0.001439,0.001128,153.1,165.2,0.425,0.88,0.57,0.76,0.67,0.17,0.09,C,1,2,6376686010766461952,6376686010766461473+6376686009692719262,1,2,6376686010766461952,6376686010766461473+6376686009692719262,6376686010766461473+6376686009692719262,N,0.0,J000005.57-011257.6,0.0232444,-1.2160236,0.1091,0.103,154.3,15.292,15.108,12.398,8.554,,,,0.04,0.089,0.467,,,,,1601351044830,0000,0,0nnn,AACU,634,349,-28,367,
1.967203,1.851534,iDR3.STRIPE82-0001.007587,0.0559459887438256,-1.2135671192219122,18.446958541870117,0.07933564484119415,2,18.362998962402344,0.09138423204421997,2,18.395631790161133,0.14735840260982513,2,17.70507049560547,0.07290026545524597,2,17.567485809326172,0.06163749843835831,2,17.199739456176758,0.024354610592126846,2,16.84649085998535,0.04119515046477318,2,16.66156768798828,0.01597597450017929,2,16.58242416381836,0.0163261778652668,2,16.281326293945312,0.016461245715618134,2,16.132694244384766,0.03262944892048836,2,16.104644775390625,0.026850402355194092,2,0.08,0.010196,0.055435,-1.213509,GALEX J000013.3-011248,6376686009692719362,6376686009689571328,AIS,0.511881,-1.320565,111.0,110.0,95.436,-61.3208,50164,513,16,0.468724,1,3,0.0374,0,0,19.4317,0.1661,19.2656,0.0961,0.6117,0.1661,-0.8144,0.0961,1.2855,0.2339,-0.1131,0.127,0.6232,0.1646,-0.8227,0.0902,0,0,0,0,61.2799,9.3719,71.4091,6.31687,3002.91,2201.08,3003.17,2199.87,17.25,14.293,0.007,0.006,0.0276,0.1208,0.3277,0.4649,46.85,43.74,42.18,42.18,17.5293999,6.39415979,3.5,0.001485,0.000998,3.5,0.001638,0.000876,94.7,75.4,0.325,1.49,0.6,1.18,0.99,0.2,0.19,C,0,1,6376686009692719104,6376686009692719362,0,1,6376686009692719104,6376686009692719362,6376686009692719362,N,0.0,J000013.33-011247.4,0.0555645,-1.2131758,0.1365,0.0842,129.7,14.602,14.364,11.261,7.917,16.299,15.95,15.073,0.051,0.07,0.201,,0.165,0.197,0.17,1601351044761,0000,4,nnnn,AABU,,,,,2.341
0.300032,1.534609,iDR3.STRIPE82-0001.008511,359.8066916054741,-1.1789328552076541,19.125246047973633,0.10341799259185791,0,18.96812629699707,0.11142171174287796,0,18.45842742919922,0.10960301011800766,0,18.547754287719727,0.1108233854174614,0,18.19459342956543,0.07706039398908615,0,17.967206954956055,0.03457825630903244,0,17.76325035095215,0.06689029186964035,0,17.349851608276367,0.021089935675263405,0,17.299739837646484,0.022122688591480255,0,17.161550521850586,0.02600647322833538,0,16.94534683227539,0.04840315505862236,0,16.836864471435547,0.03701981157064438,0,0.0575,0.018124,359.806269,-1.17899,GALEX J235913.5-011044,6376686010766461650,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,94.9943,-61.1862,50164,545,17,0.353478,1,3,0.0426,0,0,21.3807,0.273,20.3581,0.1381,2.5608,0.273,0.2781,0.1381,2.6878,0.2918,0.7922,0.1487,2.6957,0.3435,0.3247,0.142,0,0,0,0,10.179,2.55834,26.1068,3.31887,1168.13,2283.39,1169.67,2282.76,9.177,14.186,0.004,0.006,0.0228,0.9788,0.4912,0.399,-63.44,-62.54,85.01,85.01,15.1479998,3.75425005,3.5,0.001475,0.000751,3.5,0.000845,0.000508,150.2,177.7,0.23,2.15,0.85,1.26,1.23,0.34,0.21,C,0,1,6376686010766461952,6376686010766461650,0,1,6376686010766461952,6376686010766461650,6376686010766461650,N,0.0,J235913.62-011044.2,359.8067677,-1.1789669,0.0916,0.0863,136.1,14.975,14.707,12.115,8.683,,,,0.036,0.067,0.335,,,,,1601351042024,0000,0,11nn,AABU,-212,268,322,272,
0.184009,0.602828,iDR3.STRIPE82-0001.008541,359.593693740398,-1.1828397363451528,19.400962829589844,0.11664704978466034,0,19.4941463470459,0.15784552693367004,0,19.032590866088867,0.1621539443731308,0,18.580516815185547,0.10160741209983826,0,18.198110580444336,0.06890282779932022,0,17.874107360839844,0.028465254232287407,0,17.577672958374023,0.05059385299682617,0,17.035842895507812,0.014074629172682762,0,16.979211807250977,0.014739257283508778,0,16.66209602355957,0.01469391118735075,0,16.420928955078125,0.02648071013391018,0,16.371461868286133,0.02128203958272934,0,0.063,0.008031,359.593527,-1.182855,GALEX J235822.4-011058,6376686010766461645,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,94.5909,-61.1004,50164,545,17,0.179792,1,3,0.0347,0,0,21.6411,0.3074,21.4523,0.2571,2.8212,0.3074,1.3723,0.2571,2.8533,0.3072,1.3532,0.2114,2.7492,0.3554,1.3652,0.3319,0,0,0,0,8.00835,2.26673,9.52928,2.25577,1679.02,2274.05,1680.15,2273.52,4.957,10.525,0.002,0.004,0.9584,0.9777,0.0408,0.3492,11.03,-19.75,-5.77,-5.77,5.72072983,3.58558989,3.5,0.000747,0.000717,3.5,0.000759,0.000494,142.7,180.8,0.554,1.53,0.95,1.37,1.38,0.38,0.24,C,0,1,6376686010766461952,6376686010766461645,0,1,6376686010766461952,6376686010766461645,6376686010766461645,N,0.0,J235822.49-011058.2,359.5937448,-1.1828431,0.0554,0.054,117.5,13.836,13.653,10.436,8.142,15.717,14.961,14.364,0.026,0.037,0.088,0.232,0.085,0.084,0.093,1601351041974,0000,0,111n,AAAB,-194,154,-1,154,0.05
0.88383,0.990577,iDR3.STRIPE82-0001.008308,0.16638966279731768,-1.1912103302521635,19.384811401367188,0.12179479748010635,2,19.20354652404785,0.12838812172412872,2,19.331974029541016,0.22589944303035736,2,18.833850860595703,0.13338525593280792,2,18.33769416809082,0.0814463421702385,2,18.0137939453125,0.03353673592209816,2,17.501161575317383,0.049186088144779205,2,17.228702545166016,0.017637694254517555,2,17.04789161682129,0.016538389027118683,2,16.72239875793457,0.016179990023374557,2,16.515125274658203,0.030273303389549255,2,16.4399471282959,0.023803964257240295,2,0.141,0.025352,0.166117,-1.191173,GALEX J000039.8-011128,6376686009692719473,6376686009689571328,AIS,0.511881,-1.320565,111.0,110.0,95.6656,-61.3457,50164,513,16,0.369104,1,3,0.0376,0,0,22.0379,0.5237,20.5794,0.2321,3.2179,0.5237,0.4994,0.2321,3.39,0.6137,0.948,0.2228,3.5295,1.1243,0.548,0.2363,0,0,0,0,5.55723,2.67992,21.2931,4.55003,2740.8,2255.0,2737.59,2253.51,4.929,10.979,0.002,0.005,0.9903,0.9815,0.1886,0.1833,-21.9,-25.8,87.43,87.44,11.0544004,3.77918005,4.98536,0.000853,0.000692,3.5,0.000382,0.000312,92.2,82.5,0.000367,5.29,0.9,1.35,1.33,0.34,0.23,C,0,1,6376686009692719104,6376686009692719473,0,1,6376686009692719104,6376686009692719473,6376686009692719473,N,0.0,J000039.98-011128.0,0.16662,-1.1911253,0.0841,0.0629,63.3,14.026,13.867,10.283,8.557,15.892,14.933,14.591,0.038,0.054,0.09,0.532,0.112,0.087,0.102,1601351047301,0000,0,nnnn,AAAC,-414,203,-417,181,0.309
0.19592,1.254685,iDR3.STRIPE82-0001.009237,359.4385727485827,-1.161254644455764,19.80272674560547,0.15131939947605133,2,19.248193740844727,0.11362335830926895,2,18.768701553344727,0.11494016647338867,2,19.159931182861328,0.15858712792396545,2,18.708751678466797,0.1008613184094429,2,18.106155395507812,0.03239569067955017,2,17.76876449584961,0.05552209913730621,2,17.461231231689453,0.018521977588534355,2,17.41094970703125,0.01947709545493126,2,17.13209342956543,0.020440852269530296,2,16.974971771240234,0.03937646374106407,2,16.958999633789062,0.03268567472696304,2,0.0785,0.017608000000000002,359.438856,-1.161052,GALEX J235745.3-010939,6376686010766461748,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,94.3207,-61.015,50164,545,17,0.171233,1,3,0.0295,0,0,22.2849,0.4026,21.3121,0.217,3.4649,0.4026,1.2321,0.217,3.5491,0.4351,1.2833,0.2017,4.0299,0.9035,1.2043,0.2847,0,0,0,0,4.42622,1.64103,10.843,2.16687,2052.37,2325.53,2051.28,2325.85,5.059,5.764,0.002,0.002,0.9821,0.9394,0.1332,0.2762,84.82,81.78,-53.63,-53.63,9.12357998,1.84816003,3.64332,0.000682,0.000591,3.5,0.000495,0.000358,143.9,182.1,0.195,2.04,0.74,1.3,1.15,0.29,0.22,C,0,1,6376686010766461952,6376686010766461748,0,1,6376686010766461952,6376686010766461748,6376686010766461748,N,0.0,J235745.26-010940.5,359.4386245,-1.1612715,0.0691,0.0652,141.0,14.432,14.151,10.586,7.907,16.512,15.656,14.976,0.03,0.046,0.125,0.227,0.146,0.154,0.145,1601351039447,0000,0,000n,AABB,124,214,216,215,0.081
0.218938,1.88719,iDR3.STRIPE82-0001.010038,359.63758338109517,-1.1448618275762708,19.401979446411133,0.18048149347305298,2,18.795848846435547,0.12909433245658875,2,18.570396423339844,0.16449213027954102,2,18.13861083984375,0.10233914852142334,2,17.60250473022461,0.06022849678993225,2,17.04313087463379,0.020086711272597313,2,16.66425895690918,0.03318588063120842,2,16.15608787536621,0.009648713283240795,2,16.101102828979492,0.010113676078617573,2,15.752274513244629,0.009741466492414474,2,15.48241138458252,0.017107829451560974,2,15.432799339294434,0.013746839947998524,2,0.0615,0.0058,359.637717,-1.145369,GALEX J235833.0-010843,6376686010764364653,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,94.7065,-61.0851,50164,545,17,0.236697,1,1,0.0373,0,0,,,22.7915,0.4858,,,2.7115,0.4858,,,2.9208,0.6717,,,2.6796,0.9752,0,0,0,0,,,2.77597,1.24183,,,1574.11,2363.49,,5.464,,0.002,0.7768,0.0,0.5435,,-49.07,-49.54,,,5.46401978,6.87681007,4.04223,0.000566,0.000258,,,,145.7,174.0,,,1.95,,,0.84,,C,0,1,6376686010764364800,6376686010764364653,0,1,6376686010764364800,6376686010764364653,6376686010764364653,N,0.0,J235833.03-010841.6,359.6376288,-1.1449023,0.0507,0.0493,97.7,13.313,13.251,11.974,8.917,15.104,14.431,13.979,0.025,0.031,0.378,,0.074,0.084,0.078,1601351041959,0000,1,00nn,AACU,-55,88,-4,88,0.039
0.253144,0.941231,iDR3.STRIPE82-0001.009928,0.23098097288175282,-1.139487289129774,20.292705535888672,0.18502235412597656,0,20.611812591552734,0.3078618347644806,0,20.42142105102539,0.4050753712654114,0,19.728919982910156,0.19533538818359375,0,19.58510398864746,0.164194718003273,0,18.868896484375,0.04745809733867645,0,18.48189926147461,0.07784877717494965,0,17.9596004486084,0.022584324702620506,0,17.864635467529297,0.022863280028104782,0,17.570764541625977,0.022797176614403725,0,17.3660831451416,0.04257338494062424,0,17.348861694335938,0.03525190055370331,0,0.1,0.026943,0.231232,-1.139413,GALEX J000055.4-010821,6376686009692719690,6376686009689571328,AIS,0.511881,-1.320565,111.0,110.0,95.8334,-61.3249,50164,513,16,0.333982,1,3,0.04,0,0,21.6974,0.4509,22.3023,0.4898,2.8774,0.4509,2.2223,0.4898,2.8814,0.4525,2.3686,0.6064,2.694,0.4911,2.1684,0.9231,0,0,0,0,7.60418,3.15688,4.35585,1.96437,2580.22,2376.82,2581.36,2377.76,4.347,5.909,0.002,0.002,0.9434,0.8776,0.3026,0.3156,1.65,2.45,86.12,86.13,6.67757988,2.30598998,3.5,0.000558,0.000389,4.68406,0.000523,0.000358,91.1,94.1,0.385,2.36,1.3,1.43,1.7,0.5,0.25,C,0,1,6376686009692720128,6376686009692719690,0,1,6376686009692720128,6376686009692719690,6376686009692719690,N,0.0,J000055.44-010822.3,0.2310328,-1.1395348,0.0749,0.0706,145.1,14.654,14.217,11.209,8.329,16.349,15.606,14.993,0.031,0.049,0.173,,0.122,0.123,0.118,1601351047333,0000,0,11nn,AABU,-98,216,-198,223,0.498
0.257104,1.006423,iDR3.STRIPE82-0001.010880,0.013350034080892362,-1.1129191770208278,18.7657470703125,0.09117715060710907,0,18.206584930419922,0.0681905522942543,0,18.187639236450195,0.10474192351102829,0,18.079256057739258,0.08582902699708939,0,17.957820892333984,0.07364179939031601,0,17.681663513183594,0.031588952988386154,0,17.39225196838379,0.056602269411087036,0,17.374576568603516,0.02581685036420822,0,17.314359664916992,0.026790333911776543,0,17.1651554107666,0.030857780948281288,0,17.205909729003906,0.07278411835432053,0,16.953720092773438,0.0488770492374897,0,0.0275,0.007873,0.013333,-1.113198,GALEX J000003.1-010647,6376686009692719718,6376686009689571328,AIS,0.511881,-1.320565,111.0,110.0,95.442,-61.212,50164,513,16,0.539851,1,3,0.0361,0,0,19.8478,0.1986,19.3449,0.1004,1.0278,0.1986,-0.7351,0.1004,1.123,0.2098,-0.278,0.1096,1.0432,0.2111,-0.7039,0.0979,0,0,0,0,41.7726,7.63787,66.3776,6.13879,3104.69,2441.85,3104.25,2440.61,5.78,11.256,0.002,0.005,0.0345,0.9829,0.1448,0.3835,47.85,44.12,89.24,89.26,9.76762009,3.41560006,3.5,0.00129,0.001103,3.5,0.000926,0.000571,94.8,72.5,0.0768,1.71,0.64,0.85,0.76,0.23,0.11,C,0,1,6376686009692720128,6376686009692719718,0,1,6376686009692720128,6376686009692719718,6376686009692719718,N,0.0,J000003.19-010646.6,0.0132924,-1.1129614,0.1199,0.11,135.9,15.406,15.11,11.983,8.882,,,,0.043,0.098,,,,,,1601351044861,0000,0,00nn,AAUU,-434,401,532,407,
0.174284,1.585993,iDR3.STRIPE82-0001.010744,0.23884964688366236,-1.114784369694172,20.068538665771484,0.267399400472641,0,19.249792098999023,0.15743780136108398,0,19.392866134643555,0.2810628116130829,0,19.3709659576416,0.24994318187236786,0,18.868541717529297,0.15120825171470642,0,18.351715087890625,0.05190328136086464,0,17.850236892700195,0.07683871686458588,0,17.45323944091797,0.024678384885191917,0,17.460474014282227,0.027215836569666862,0,17.148496627807617,0.027108395472168922,0,17.067026138305664,0.05702674388885498,0,16.964542388916016,0.04388337954878807,0,0.1365,0.014346000000000001,0.238415,-1.114859,GALEX J000057.2-010653,6376686009692719756,6376686009689571328,AIS,0.511881,-1.320565,111.0,110.0,95.8678,-61.3053,50164,513,16,0.342147,1,3,0.0419,0,0,21.9022,0.4742,20.2883,0.1889,3.0822,0.4742,0.2083,0.1889,3.1751,0.5854,0.7209,0.1944,2.7032,0.5054,0.2648,0.1921,0,0,0,0,6.29707,2.74959,27.8402,4.84349,2562.14,2436.61,2564.13,2436.69,5.271,16.01,0.002,0.007,0.0196,0.9442,0.2528,0.6429,72.72,66.03,-74.6,-74.6,16.0104008,3.3900001,3.5,0.001287,0.000961,4.27454,0.000618,0.000221,91.5,95.1,0.251,2.88,1.05,1.75,1.74,0.41,0.39,C,0,1,6376686009692720128,6376686009692719756,0,1,6376686009692720128,6376686009692719756,6376686009692719756,N,0.0,J000057.32-010653.3,0.2388452,-1.1148326,0.0754,0.0709,127.9,14.58,14.292,10.945,8.334,,,,0.031,0.051,0.137,0.313,,,,1601351047330,0000,0,11nn,AABB,192,238,26,235,
1.41381,1.049532,iDR3.STRIPE82-0001.011104,0.24574806093526036,-1.1080426951839526,18.299482345581055,0.05041731894016266,2,18.12378692626953,0.05329753831028938,2,18.01732063293457,0.07549374550580978,2,17.78987693786621,0.05579006299376488,2,17.511751174926758,0.041674111038446426,2,17.018592834472656,0.014974024146795273,2,16.74662971496582,0.02709922567009926,2,16.450504302978516,0.009670739062130451,2,16.351842880249023,0.009799664840102196,2,16.074005126953125,0.009803103283047676,2,15.943583488464355,0.019462088122963905,2,15.910066604614258,0.015843380242586136,2,0.102,0.008975,0.245462,-1.107987,GALEX J000058.9-010628,6376686009692719773,6376686009689571328,AIS,0.511881,-1.320565,111.0,110.0,95.887,-61.3019,50164,513,16,0.340789,1,3,0.0419,0,0,20.1495,0.2133,19.2954,0.0932,1.3295,0.2133,-0.7846,0.0932,1.2211,0.193,-0.5454,0.0964,1.2365,0.2128,-0.7865,0.0942,0,0,0,0,31.6372,6.21334,69.4771,5.95932,2546.41,2454.2,2547.22,2453.19,10.348,9.749,0.004,0.004,0.0393,0.9835,0.0289,0.2081,6.8,4.0,86.71,86.71,8.66067028,3.08410001,3.5,0.001018,0.000989,4.3636,0.000809,0.000641,91.9,90.5,0.1,1.6,0.56,0.84,0.74,0.16,0.11,C,0,1,6376686009692720128,6376686009692719773,0,1,6376686009692720128,6376686009692719773,6376686009692719773,N,0.0,J000059.07-010628.9,0.2461408,-1.1080468,0.0765,0.0566,81.2,13.602,13.3,9.362,7.724,15.557,14.826,14.227,0.038,0.045,0.051,0.391,0.104,0.104,0.096,1601351047292,0000,4,nnnn,AAAC,-581,76,-10,211,0.959
0.079787,1.004998,iDR3.STRIPE82-0001.012201,0.5768931522688082,-1.076360948822332,19.774240493774414,0.16134127974510193,3,19.715496063232422,0.19026514887809753,3,19.38681411743164,0.2206096649169922,3,19.296873092651367,0.1925799697637558,3,18.719587326049805,0.10905730724334717,3,18.40292739868164,0.0450822152197361,3,18.12802505493164,0.08184939622879028,3,17.75619125366211,0.02584838680922985,3,17.728635787963867,0.027655037119984627,3,17.512577056884766,0.030578963458538055,3,17.428634643554688,0.06411543488502502,3,17.371139526367188,0.051392413675785065,3,0.145,0.014083000000000004,0.576618,-1.076312,GALEX J000218.3-010434,6376686009692719924,6376686009689571328,AIS,0.511881,-1.320565,111.0,110.0,96.5464,-61.4054,50164,513,16,0.252683,1,3,0.034,0,0,20.6122,0.2443,20.2921,0.1811,1.7922,0.2443,0.2121,0.1811,2.1806,0.2958,0.5748,0.1753,1.8379,0.2637,0.256,0.1944,0,0,0,0,20.6598,4.64794,27.7429,4.62665,1752.85,2529.12,1752.58,2529.23,12.792,14.519,0.005,0.006,0.0515,0.968,0.5042,0.5526,6.75,6.83,14.65,14.64,14.5190001,4.90713978,3.5,0.001433,0.00071,3.5,0.001329,0.000595,90.7,112.4,0.869,0.75,0.86,1.53,1.42,0.33,0.29,C,0,1,6376686009692720128,6376686009692719924,0,1,6376686009692720128,6376686009692719924,6376686009692719924,N,0.0,J000218.45-010434.9,0.5768992,-1.0763823,0.0824,0.0765,141.9,14.778,14.544,11.451,8.675,16.368,15.623,15.496,0.033,0.058,0.222,,0.116,0.158,0.213,1601351050007,0000,0,11nn,AABU,253,247,-719,254,1.143
1.676025,0.772643,iDR3.STRIPE82-0001.012897,359.48509160044176,-1.0581350315434663,18.459083557128906,0.08342421054840088,2,18.44887924194336,0.1027965098619461,2,18.089813232421875,0.11593418568372726,2,18.195608139038086,0.11680598556995392,2,17.74503517150879,0.07421001046895981,2,17.318811416625977,0.027759913355112076,2,16.968244552612305,0.04708307608962059,2,16.612430572509766,0.015470614656805992,2,16.560190200805664,0.016193529590964317,2,16.286792755126953,0.01688838005065918,2,16.102840423583984,0.03205539658665657,2,16.084726333618164,0.026616526767611504,2,0.1395,0.016347999999999998,359.485028,-1.05793,GALEX J235756.4-010328,6376686010766462145,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,94.4972,-60.9413,50164,545,17,0.268095,1,3,0.0297,0,0,19.9942,0.1382,19.8584,0.1056,1.1742,0.1382,-0.2216,0.1056,1.8248,0.1887,0.3747,0.1234,1.2573,0.1421,-0.2277,0.0985,0,0,0,0,36.5038,4.64394,41.3669,4.02303,1939.92,2572.66,1940.49,2573.35,15.159,11.556,0.006,0.005,0.5435,0.2277,0.212,0.3408,-67.65,-70.29,-67.49,-67.49,15.1182003,6.0613699,3.5,0.001374,0.001083,3.52369,0.001404,0.000925,149.1,185.1,0.472,1.22,0.66,1.15,0.98,0.25,0.18,C,0,1,6376686010766461952,6376686010766462145,0,1,6376686010766461952,6376686010766462145,6376686010766462145,N,0.0,J235756.32-010330.1,359.4846998,-1.0583867,0.0989,0.0737,62.7,14.289,14.082,11.572,7.795,16.228,15.651,14.376,0.039,0.056,0.322,,0.164,0.168,,1601351039441,0000,0,nnnn,AABU,462,148,38,144,1.676
0.201656,0.622042,iDR3.STRIPE82-0001.013804,359.5652882318625,-1.0286527415675526,19.404237747192383,0.12058530747890472,2,19.535602569580078,0.16898399591445923,2,18.929122924804688,0.15212085843086243,2,18.868778228759766,0.13170751929283142,2,18.441062927246094,0.08559740334749222,2,18.249706268310547,0.03968532755970955,2,18.029949188232422,0.07568152248859406,2,17.649517059326172,0.024337487295269966,2,17.620532989501953,0.026011181995272636,2,17.34053611755371,0.02695201151072979,2,17.28337860107422,0.05738421902060509,2,17.093175888061523,0.04074147716164589,2,0.076,0.009172,359.565414,-1.028534,GALEX J235815.6-010142,6376686010766462291,6376686010763313152,AIS,359.484746,-1.326024,188.0,188.0,94.6728,-60.9487,50164,545,17,0.308229,1,3,0.0357,0,0,20.5662,0.1773,20.29,0.1179,1.7462,0.1773,0.21,0.1179,1.8015,0.1779,0.2848,0.1096,1.6572,0.1793,0.2268,0.1342,256,0,0,0,21.5539,3.5197,27.7977,3.01673,1747.54,2643.72,1747.6,2643.9,8.049,7.652,0.003,0.003,0.9347,0.9689,0.0411,0.2008,76.64,39.4,48.37,48.36,5.39813995,3.12318993,3.5,0.000821,0.000788,3.5,0.000866,0.000692,152.4,185.5,0.849,0.42,0.58,0.88,0.78,0.18,0.13,C,0,1,6376686010766461952,6376686010766462291,0,1,6376686010766461952,6376686010766462291,6376686010766462291,N,0.0,J235815.68-010143.2,359.5653368,-1.0286806,0.0944,0.0895,125.5,15.006,14.787,11.109,8.292,,,,0.036,0.074,0.158,,,,,1601351060594,0000,0,000n,AABU,666,312,245,308,
