A,B,BACKGROUND,calib_strat,CLASS_STAR,DEC,DET_ID_dual,EBV_SCH,ELLIPTICITY,ELONGATION,Field,FLUX_RADIUS_20,FLUX_RADIUS_50,FLUX_RADIUS_70,FLUX_RADIUS_90,FWHM,FWHM_n,ID,ID_DEC,ID_RA,ISOarea,KRON_RADIUS,MU_MAX_INST,MU_THRESHOLD_INST,PETRO_RADIUS,PHOT_ID_DEC_dual,PHOT_ID_dual,PHOT_ID_RA_dual,RA,s2n_DET_aper_3,s2n_DET_aper_6,s2n_DET_auto,s2n_DET_iso,s2n_DET_petro,s2n_DET_PStotal,SEX_FLAGS_DET,SEX_NUMBER_DET,THETA,THRESHOLD,X,Y,ID_DR1,RA_DR1,Dec_DR1,BACKGROUND_u,calib_strat,DEC,e_u_aper_3,e_u_aper_6,e_u_auto,e_u_iso,e_u_petro,e_u_PStotal,Field,FWHM_n_u,FWHM_u,ID,ID_DEC,ID_RA,MU_MAX_u,MU_THRESHOLD_u,PHOT_ID_DEC_dual,PHOT_ID_dual,PHOT_ID_RA_dual,RA,s2n_u_aper_3,s2n_u_aper_6,s2n_u_auto,s2n_u_iso,s2n_u_petro,s2n_u_PStotal,SEX_FLAGS_u,SEX_NUMBER_u,THRESHOLD_u,u_aper_3,u_aper_6,u_auto,u_ID_dual,u_iso,u_petro,u_PStotal,BACKGROUND_J0378,calib_strat,DEC,e_J0378_aper_3,e_J0378_aper_6,e_J0378_auto,e_J0378_iso,e_J0378_petro,e_J0378_PStotal,Field,FWHM_J0378,FWHM_n_J0378,ID,ID_DEC,ID_RA,J0378_aper_3,J0378_aper_6,J0378_auto,J0378_ID_dual,J0378_iso,J0378_petro,J0378_PStotal,MU_MAX_J0378,MU_THRESHOLD_J0378,PHOT_ID_DEC_dual,PHOT_ID_dual,PHOT_ID_RA_dual,RA,s2n_J0378_aper_3,s2n_J0378_aper_6,s2n_J0378_auto,s2n_J0378_iso,s2n_J0378_petro,s2n_J0378_PStotal,SEX_FLAGS_J0378,SEX_NUMBER_J0378,THRESHOLD_J0378,BACKGROUND_J0395,calib_strat,DEC,e_J0395_aper_3,e_J0395_aper_6,e_J0395_auto,e_J0395_iso,e_J0395_petro,e_J0395_PStotal,Field,FWHM_J0395,FWHM_n_J0395,ID,ID_DEC,ID_RA,J0395_aper_3,J0395_aper_6,J0395_auto,J0395_ID_dual,J0395_iso,J0395_petro,J0395_PStotal,MU_MAX_J0395,MU_THRESHOLD_J0395,PHOT_ID_DEC_dual,PHOT_ID_dual,PHOT_ID_RA_dual,RA,s2n_J0395_aper_3,s2n_J0395_aper_6,s2n_J0395_auto,s2n_J0395_iso,s2n_J0395_petro,s2n_J0395_PStotal,SEX_FLAGS_J0395,SEX_NUMBER_J0395,THRESHOLD_J0395,BACKGROUND_J0410,calib_strat,DEC,e_J0410_aper_3,e_J0410_aper_6,e_J0410_auto,e_J0410_iso,e_J0410_petro,e_J0410_PStotal,Field,FWHM_J0410,FWHM_n_J0410,ID,ID_DEC,ID_RA,J0410_aper_3,J0410_aper_6,J0410_auto,J0410_ID_dual,J0410_iso,J0410_petro,J0410_PStotal,MU_MAX_J0410,MU_THRESHOLD_J0410,PHOT_ID_DEC_dual,PHOT_ID_dual,PHOT_ID_RA_dual,RA,s2n_J0410_aper_3,s2n_J0410_aper_6,s2n_J0410_auto,s2n_J0410_iso,s2n_J0410_petro,s2n_J0410_PStotal,SEX_FLAGS_J0410,SEX_NUMBER_J0410,THRESHOLD_J0410,BACKGROUND_J0430,calib_strat,DEC,e_J0430_aper_3,e_J0430_aper_6,e_J0430_auto,e_J0430_iso,e_J0430_petro,e_J0430_PStotal,Field,FWHM_J0430,FWHM_n_J0430,ID,ID_DEC,ID_RA,J0430_aper_3,J0430_aper_6,J0430_auto,J0430_ID_dual,J0430_iso,J0430_petro,J0430_PStotal,MU_MAX_J0430,MU_THRESHOLD_J0430,PHOT_ID_DEC_dual,PHOT_ID_dual,PHOT_ID_RA_dual,RA,s2n_J0430_aper_3,s2n_J0430_aper_6,s2n_J0430_auto,s2n_J0430_iso,s2n_J0430_petro,s2n_J0430_PStotal,SEX_FLAGS_J0430,SEX_NUMBER_J0430,THRESHOLD_J0430,BACKGROUND_g,calib_strat,DEC,e_g_aper_3,e_g_aper_6,e_g_auto,e_g_iso,e_g_petro,e_g_PStotal,Field,FWHM_g,FWHM_n_g,g_aper_3,g_aper_6,g_auto,g_ID_dual,g_iso,g_petro,g_PStotal,ID,ID_DEC,ID_RA,MU_MAX_g,MU_THRESHOLD_g,PHOT_ID_DEC_dual,PHOT_ID_dual,PHOT_ID_RA_dual,RA,s2n_g_aper_3,s2n_g_aper_6,s2n_g_auto,s2n_g_iso,s2n_g_petro,s2n_g_PStotal,SEX_FLAGS_g,SEX_NUMBER_g,THRESHOLD_g,BACKGROUND_J0515,calib_strat,DEC,e_J0515_aper_3,e_J0515_aper_6,e_J0515_auto,e_J0515_iso,e_J0515_petro,e_J0515_PStotal,Field,FWHM_J0515,FWHM_n_J0515,ID,ID_DEC,ID_RA,J0515_aper_3,J0515_aper_6,J0515_auto,J0515_ID_dual,J0515_iso,J0515_petro,J0515_PStotal,MU_MAX_J0515,MU_THRESHOLD_J0515,PHOT_ID_DEC_dual,PHOT_ID_dual,PHOT_ID_RA_dual,RA,s2n_J0515_aper_3,s2n_J0515_aper_6,s2n_J0515_auto,s2n_J0515_iso,s2n_J0515_petro,s2n_J0515_PStotal,SEX_FLAGS_J0515,SEX_NUMBER_J0515,THRESHOLD_J0515,BACKGROUND_r,calib_strat,DEC,e_r_aper_3,e_r_aper_6,e_r_auto,e_r_iso,e_r_petro,e_r_PStotal,Field,FWHM_n_r,FWHM_r,ID,ID_DEC,ID_RA,MU_MAX_r,MU_THRESHOLD_r,PHOT_ID_DEC_dual,PHOT_ID_dual,PHOT_ID_RA_dual,RA,r_aper_3,r_aper_6,r_auto,r_ID_dual,r_iso,r_petro,r_PStotal,s2n_r_aper_3,s2n_r_aper_6,s2n_r_auto,s2n_r_iso,s2n_r_petro,s2n_r_PStotal,SEX_FLAGS_r,SEX_NUMBER_r,THRESHOLD_r,BACKGROUND_J0660,calib_strat,DEC,e_J0660_aper_3,e_J0660_aper_6,e_J0660_auto,e_J0660_iso,e_J0660_petro,e_J0660_PStotal,Field,FWHM_J0660,FWHM_n_J0660,ID,ID_DEC,ID_RA,J0660_aper_3,J0660_aper_6,J0660_auto,J0660_ID_dual,J0660_iso,J0660_petro,J0660_PStotal,MU_MAX_J0660,MU_THRESHOLD_J0660,PHOT_ID_DEC_dual,PHOT_ID_dual,PHOT_ID_RA_dual,RA,s2n_J0660_aper_3,s2n_J0660_aper_6,s2n_J0660_auto,s2n_J0660_iso,s2n_J0660_petro,s2n_J0660_PStotal,SEX_FLAGS_J0660,SEX_NUMBER_J0660,THRESHOLD_J0660,BACKGROUND_i,calib_strat,DEC,e_i_aper_3,e_i_aper_6,e_i_auto,e_i_iso,e_i_petro,e_i_PStotal,Field,FWHM_i,FWHM_n_i,i_aper_3,i_aper_6,i_auto,ID,ID_DEC,ID_RA,i_ID_dual,i_iso,i_petro,i_PStotal,MU_MAX_i,MU_THRESHOLD_i,PHOT_ID_DEC_dual,PHOT_ID_dual,PHOT_ID_RA_dual,RA,s2n_i_aper_3,s2n_i_aper_6,s2n_i_auto,s2n_i_iso,s2n_i_petro,s2n_i_PStotal,SEX_FLAGS_i,SEX_NUMBER_i,THRESHOLD_i,BACKGROUND_J0861,calib_strat,DEC,e_J0861_aper_3,e_J0861_aper_6,e_J0861_auto,e_J0861_iso,e_J0861_petro,e_J0861_PStotal,Field,FWHM_J0861,FWHM_n_J0861,ID,ID_DEC,ID_RA,J0861_aper_3,J0861_aper_6,J0861_auto,J0861_ID_dual,J0861_iso,J0861_petro,J0861_PStotal,MU_MAX_J0861,MU_THRESHOLD_J0861,PHOT_ID_DEC_dual,PHOT_ID_dual,PHOT_ID_RA_dual,RA,s2n_J0861_aper_3,s2n_J0861_aper_6,s2n_J0861_auto,s2n_J0861_iso,s2n_J0861_petro,s2n_J0861_PStotal,SEX_FLAGS_J0861,SEX_NUMBER_J0861,THRESHOLD_J0861,BACKGROUND_z,calib_strat,DEC,e_z_aper_3,e_z_aper_6,e_z_auto,e_z_iso,e_z_petro,e_z_PStotal,Field,FWHM_n_z,FWHM_z,ID,ID_DEC,ID_RA,MU_MAX_z,MU_THRESHOLD_z,PHOT_ID_DEC_dual,PHOT_ID_dual,PHOT_ID_RA_dual,RA,s2n_z_aper_3,s2n_z_aper_6,s2n_z_auto,s2n_z_iso,s2n_z_petro,s2n_z_PStotal,SEX_FLAGS_z,SEX_NUMBER_z,THRESHOLD_z,z_aper_3,z_aper_6,z_auto,z_ID_dual,z_iso,z_petro,z_PStotal
0.0020350104,0.0014844789,4.7705497E-4,Main_A,3.434415E-4,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,0.04564318,0.2705291,1.3708565,STRIPE82-0061,7.463733,15.011967,20.315117,28.582998,0.0034017044,12.075224,iDR4_3_STRIPE82-0061_0019913,-0.9021679,42.27916,3.7205635E-5,4.1356435,17.459719,20.314257,5.9399996,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,42.279157664495386,42.279157664495386,-1.0,-1.0,175.6994,246.6819,123.679565,-1.0,3,19913,-78.59662,0.08379444,7074.6846,4177.161,SPLUS.STRIPE82-0061.14102.griz,42.2792,-0.9021,0.0011078435,Main_A,-0.902167976344545,0.12004858,0.06658201,0.047833998,0.036497794,0.06399988,0.12004858,STRIPE82-0061,19.22163,0.010434427,iDR4_3_STRIPE82-0061_0019913,-0.9021679,42.27916,22.134472,23.07691,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,42.279157664495386,42.27915766449021,9.387637,16.926079,23.127829,30.311325,17.285917,9.387637,3,19795,0.08536049,21.257898,19.923502,17.342987,iDR4_3_STRIPE82-0061_dual_0019913,17.608007,17.263592,20.829494,6.3122786E-4,Main_A,-0.902167976344545,0.12111831,0.07748107,0.068475574,0.04723849,0.0849574,0.12111831,STRIPE82-0061,0.010434427,21.739258,iDR4_3_STRIPE82-0061_0019913,-0.9021679,42.27916,20.677097,19.525589,17.182592,iDR4_3_STRIPE82-0061_dual_0019913,17.338428,17.023428,20.333805,21.828115,22.525366,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,42.279157664495386,42.27915766449021,9.304724,14.545133,16.156075,23.419388,13.02178,9.304724,3,19795,0.08536049,-0.0018175895,Main_A,-0.902167976344545,0.12658903,0.0885056,0.06392327,0.044371787,0.0775196,0.12658903,STRIPE82-0061,0.010434427,20.076002,iDR4_3_STRIPE82-0061_0019913,-0.9021679,42.27916,20.31527,19.254448,16.689943,iDR4_3_STRIPE82-0061_dual_0019913,16.850813,16.50595,20.010265,21.642656,22.052101,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,42.279157664495386,42.27915766449021,8.902607,12.733345,17.306633,24.93243,14.271184,8.902607,3,19795,0.08536049,0.0015280244,Main_A,-0.902167976344545,0.101383284,0.067138225,0.046734124,0.036977045,0.058626104,0.101383284,STRIPE82-0061,0.010434427,27.635918,iDR4_3_STRIPE82-0061_0019913,-0.9021679,42.27916,20.191517,19.068237,16.468786,iDR4_3_STRIPE82-0061_dual_0019913,16.768543,16.324083,19.904217,21.228174,22.211578,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,42.279157664495386,42.27915766449021,10.697605,16.154112,23.22241,29.350073,18.511873,10.697605,3,19795,0.083738804,-0.004606463,Main_A,-0.902167976344545,0.092426464,0.055479534,0.040573616,0.03090556,0.05043034,0.092426464,STRIPE82-0061,0.010434427,29.913927,iDR4_3_STRIPE82-0061_0019913,-0.9021679,42.27916,20.137283,18.903212,16.378586,iDR4_3_STRIPE82-0061_dual_0019913,16.634281,16.223871,19.87256,21.410036,22.246613,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,42.279157664495386,42.27915766449021,11.734285,19.548801,26.748392,35.11598,21.520359,11.734285,3,19795,0.083738804,0.006288015,Main_A,-0.902167976344545,0.027134076,0.016363733,0.012495347,0.008970763,0.017189968,0.027134076,STRIPE82-0061,0.0047931876,15.6848955,19.714577,18.57096,16.272015,iDR4_3_STRIPE82-0061_dual_0019913,16.425484,16.241499,19.468695,iDR4_3_STRIPE82-0061_0019913,-0.9021679,42.27916,21.451986,23.479765,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,42.279157664495386,42.27915766449021,39.97035,66.27818,86.85465,120.97957,63.134438,39.97035,3,19795,0.083738804,1.126899E-4,Main_A,-0.902167976344545,0.0517012,0.03165293,0.025961963,0.018895628,0.035385862,0.0517012,STRIPE82-0061,0.007499785,25.153389,iDR4_3_STRIPE82-0061_0019913,-0.9021679,42.27916,19.535583,18.384151,16.078287,iDR4_3_STRIPE82-0061_dual_0019913,16.270687,16.02896,19.302483,21.016272,22.46546,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,42.279157664495386,42.27915766449021,20.977434,34.264072,41.802654,57.435455,30.669847,20.977434,3,19795,0.083738804,-0.0044698366,Main_A,-0.902167976344545,0.018717445,0.011289725,0.0090704365,0.006555826,0.012818289,0.018717445,STRIPE82-0061,12.364993,0.0035121397,iDR4_3_STRIPE82-0061_0019913,-0.9021679,42.27916,20.777225,23.27172,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,42.279157664495386,42.27915766449021,19.092056,17.953373,15.724775,iDR4_3_STRIPE82-0061_dual_0019913,15.887514,15.723305,18.878145,59.164536,98.08998,120.904015,167.27902,85.55371,59.164536,3,19795,0.08461635,8.3765146E-5,Main_A,-0.902167976344545,0.021380547,0.012767395,0.010151879,0.0075345687,0.014097567,0.021380547,STRIPE82-0061,0.0041792234,14.217333,iDR4_3_STRIPE82-0061_0019913,-0.9021679,42.27916,19.02238,17.881037,15.645445,iDR4_3_STRIPE82-0061_dual_0019913,15.833349,15.626603,18.8024,20.752197,23.07529,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,42.279157664495386,42.27915766449021,51.795162,86.73727,108.02455,145.54942,77.79018,51.795162,3,19795,0.08461635,0.013705402,Main_A,-0.902167976344545,0.019200291,0.011912389,0.010997905,0.007801714,0.015386187,0.019200291,STRIPE82-0061,0.003844036,13.832305,18.811531,17.667307,15.470802,iDR4_3_STRIPE82-0061_0019913,-0.9021679,42.27916,iDR4_3_STRIPE82-0061_dual_0019913,15.638057,15.448901,18.616373,20.613354,22.794632,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,42.279157664495386,42.27915766449021,56.735344,91.44557,98.897575,139.41376,70.691086,56.735344,3,19795,0.083923005,0.015292506,Main_A,-0.902167976344545,0.038280606,0.025816865,0.024182115,0.016938817,0.035684578,0.038280606,STRIPE82-0061,0.0068678125,22.480839,iDR4_3_STRIPE82-0061_0019913,-0.9021679,42.27916,18.745003,17.647596,15.359694,iDR4_3_STRIPE82-0061_dual_0019913,15.53002,15.389638,18.511477,20.39546,21.81927,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,42.279157664495386,42.27915766449021,28.246122,41.88265,44.811497,63.97358,30.367088,28.246122,3,19795,0.08361209,0.007722019,Main_A,-0.902167976344545,0.026624786,0.017312888,0.017751556,0.012649258,0.024616577,0.026624786,STRIPE82-0061,19.259323,0.0054818843,iDR4_3_STRIPE82-0061_0019913,-0.9021679,42.27916,20.339981,22.072737,-0.9021678980082243,iDR4_3_STRIPE82-0061_dual_0019913,42.279157664495386,42.27915766449021,40.611732,62.455128,61.04461,85.668015,44.020615,40.611732,3,19795,0.08361209,18.6387,17.490915,15.2919655,iDR4_3_STRIPE82-0061_dual_0019913,15.483885,15.2535,18.41897
0.0019973987,0.0015100241,0.0030262258,Main_A,0.027433068,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,0.089435235,0.24401051,1.3227698,STRIPE82-0065,6.663417,13.157877,18.322708,27.603926,0.0028873156,7.7893558,iDR4_3_STRIPE82-0065_0035625,-0.20440927,45.960182,6.042998E-5,3.8082507,15.79422,19.975992,5.2799997,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,45.96018311222881,45.96018311222881,-1.0,-1.0,457.5285,529.2569,355.15768,-1.0,0,35625,83.782074,0.11299937,1534.6505,8744.372,SPLUS.STRIPE82-0065.17131.griz,45.9602,-0.2044,9.741252E-4,Main_A,-0.204409353476241,0.062185876,0.03434484,0.019057691,0.015891861,0.02512992,0.062185876,STRIPE82-0065,18.110409,0.010427324,iDR4_3_STRIPE82-0065_0035625,-0.20440927,45.960182,21.824133,22.84648,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,45.96018311222881,45.96018311223177,16.716278,30.267029,55.751976,66.858376,42.280437,16.716278,0,35718,0.11055459,20.247591,18.89419,16.164618,iDR4_3_STRIPE82-0065_dual_0035625,16.196781,16.126163,19.735758,2.3410187E-4,Main_A,-0.204409353476241,0.06400516,0.035686273,0.019477153,0.016249212,0.025430683,0.06400516,STRIPE82-0065,0.010427324,19.603157,iDR4_3_STRIPE82-0065_0035625,-0.20440927,45.960182,19.715872,18.3858,15.687562,iDR4_3_STRIPE82-0065_dual_0035625,15.715191,15.642875,19.267067,21.285418,22.370054,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,45.96018311222881,45.96018311223177,16.241135,29.129305,54.551296,65.38803,41.780396,16.241135,0,35718,0.11055459,9.5746043E-4,Main_A,-0.204409353476241,0.07480055,0.042030524,0.023473438,0.020093875,0.030542422,0.07480055,STRIPE82-0065,0.010427324,17.193588,iDR4_3_STRIPE82-0065_0035625,-0.20440927,45.960182,19.470695,18.159283,15.490172,iDR4_3_STRIPE82-0065_dual_0035625,15.547836,15.439448,19.025948,21.0329,21.984459,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,45.96018311222881,45.96018311223177,13.897175,24.732416,45.2641,52.877007,34.78781,13.897175,0,35718,0.11055459,8.483736E-5,Main_A,-0.204409353476241,0.05374807,0.029201068,0.017003525,0.0142573565,0.022945868,0.05374807,STRIPE82-0065,0.0074529494,16.128633,iDR4_3_STRIPE82-0065_0035625,-0.20440927,45.960182,19.18866,17.84914,15.296127,iDR4_3_STRIPE82-0065_dual_0035625,15.323893,15.292675,18.79226,20.923239,22.118557,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,45.96018311222881,45.96018311223177,19.596003,36.068794,62.898624,75.013794,46.609627,19.596003,0,35718,0.111282356,-0.0028647168,Main_A,-0.204409353476241,0.040589787,0.022867367,0.0133866295,0.01139503,0.017262535,0.040589787,STRIPE82-0065,0.006357344,11.6081085,iDR4_3_STRIPE82-0065_0035625,-0.20440927,45.960182,18.855822,17.578283,15.108878,iDR4_3_STRIPE82-0065_dual_0035625,15.147336,15.06152,18.43049,20.709728,22.18735,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,45.96018311222881,45.96018311223177,25.94858,46.058968,79.89303,93.85655,61.954876,25.94858,0,35718,0.111282356,0.0097677,Main_A,-0.204409353476241,0.016327655,0.010188945,0.0057303957,0.0049945074,0.007179226,0.016327655,STRIPE82-0065,0.0040377,9.709123,18.435987,17.244146,14.920107,iDR4_3_STRIPE82-0065_dual_0035625,14.942068,14.90494,18.029099,iDR4_3_STRIPE82-0065_0035625,-0.20440927,45.960182,20.182991,23.158688,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,45.96018311222881,45.96018311223177,64.50696,103.37158,186.63603,214.13489,148.97127,64.50696,0,35718,0.111282356,-5.383984E-4,Main_A,-0.204409353476241,0.02175533,0.012948348,0.0077420017,0.006707737,0.010165325,0.02175533,STRIPE82-0065,0.0038965126,9.660645,iDR4_3_STRIPE82-0065_0035625,-0.20440927,45.960182,18.113188,16.96668,14.68944,iDR4_3_STRIPE82-0065_dual_0035625,14.729462,14.680639,17.72461,19.88519,22.432652,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,45.96018311222881,45.96018311223177,48.413303,81.34222,138.14235,159.44249,105.210434,48.413303,0,35718,0.111282356,2.5832307E-4,Main_A,-0.204409353476241,0.009985609,0.005985496,0.003750591,0.0032386417,0.00487738,0.009985609,STRIPE82-0065,8.730186,0.003172872,iDR4_3_STRIPE82-0065_0035625,-0.20440927,45.960182,19.306675,22.852182,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,45.96018311222881,45.96018311223177,17.58328,16.469847,14.326817,iDR4_3_STRIPE82-0065_dual_0035625,14.353264,14.316633,17.253248,104.489204,174.31943,283.81686,328.6813,218.2485,104.489204,0,35718,0.110760294,6.04359E-4,Main_A,-0.204409353476241,0.0087052835,0.005193892,0.0033175831,0.0028903335,0.0042920215,0.0087052835,STRIPE82-0065,0.0028590406,8.528021,iDR4_3_STRIPE82-0065_0035625,-0.20440927,45.960182,17.472483,16.366415,14.306352,iDR4_3_STRIPE82-0065_dual_0035625,14.337657,14.296435,17.187334,19.17841,22.986914,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,45.96018311222881,45.96018311223177,119.8569,200.88756,320.86035,368.29,248.0139,119.8569,0,35718,0.110760294,0.010687185,Main_A,-0.204409353476241,0.0070448224,0.004380273,0.0036222856,0.0030529057,0.0048416485,0.0070448224,STRIPE82-0065,0.0025948489,7.123888,17.137787,16.050318,14.067558,iDR4_3_STRIPE82-0065_0035625,-0.20440927,45.960182,iDR4_3_STRIPE82-0065_dual_0035625,14.092485,14.062622,16.810463,18.867554,22.576912,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,45.96018311222881,45.96018311223177,151.58849,243.8008,297.30377,352.75217,222.42819,151.58849,0,35718,0.1120545,0.0047424566,Main_A,-0.204409353476241,0.011184369,0.007519128,0.0072717094,0.0060759345,0.009823968,0.011184369,STRIPE82-0065,0.0023103582,7.2839236,iDR4_3_STRIPE82-0065_0035625,-0.20440927,45.960182,16.865414,15.852553,13.919132,iDR4_3_STRIPE82-0065_dual_0035625,13.949747,13.910812,16.632174,18.539745,21.632994,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,45.96018311222881,45.96018311223177,96.52819,143.58142,148.90569,178.21109,110.22011,96.52819,0,35718,0.11266629,-0.017489761,Main_A,-0.204409353476241,0.0082395915,0.0055140555,0.005662039,0.0046874336,0.007671776,0.0082395915,STRIPE82-0065,6.999724,0.0023859146,iDR4_3_STRIPE82-0065_0035625,-0.20440927,45.960182,18.516874,21.79804,-0.20440927514360968,iDR4_3_STRIPE82-0065_dual_0035625,45.96018311222881,45.96018311223177,131.02676,195.79184,191.23833,231.00037,141.14056,131.02676,0,35718,0.11266629,16.836376,15.785932,13.84358,iDR4_3_STRIPE82-0065_dual_0035625,13.869055,13.83356,16.51997
